id,type,tweet,label
4.7353E+17,train,@MediacomSupport is having me fax my bank statement as proof of payment. #Irony #1990sService #FaxMachine #EcoBilling,Literal
4.72288E+17,test,A Spicy Ice Cream on a Hot Afternoon. #siliicecream #irony @ 1st Colonial Grill instagram.com/p/onRYD8xETy/,Literal
4.73022E+17,train,@srrohohyes Including starving kids in Africa? Way to go God! Count me in too. #not #atheism,Figurative
4.72443E+17,train,I told my mom that my ass looked good in the pants I'm wearing and she told me she's happy for me. #sarcasm,Literal
4.6536E+17,train,Russia's record in gay rights is about as good as it's record in non-potato based alcohol.,Literal
4.63224E+17,train,My mum said I'm not even close to being 20 :D And that my mentality is not even of a 19 year old. #flattered #sarcasm,Literal
4.73072E+17,train,@JackFultonSmith oh my god! Did you go watch the boxing?! You've kept that quiet #not,Figurative
4.72971E+17,train,@minnikan So many lessons#taught to me by life #not by individuals.,Literal
4.72895E+17,train,Woo! I have to be with my little brothers 8th grade buddies again tonight! Yay! So excited! #Not #Sarcasm,Figurative
1.22148E+17,train,There's a guy at your wife's office who possesses many of the qualities you lack.,Literal
4.74588E+17,train,"Just seen a Cardiff fan mock the Villa over Senderos' statement that Villa are a ""great club"". Yes, a Cardiff fan. #irony",Literal
4.72302E+17,train,#TAKE YOUR CHOICE UKIP MEP says #ABSENCE of #WHITE FACES in Ilford London WORRYING #RACIST? #NOT ENOUGH #BLACK FACES in BBC #RACIST?,Not_enough_context
4.72062E+17,test,"""People"" love fake people #Irony",Not_enough_context
4.72873E+17,train,Grammar #irony RT @vickiiaNnAmarie: @IAmDeterria lol u funny .but ur grammer is not correct either.its talking not taking.,Literal
4.65562E+17,train,Always hilarious when somebody tweets complaining about someone when they are exactly the same #irony,Literal
4.72567E+17,train,@RadioShack loved having 1 of your employees come in to where I work& harass me while I'm working to shop at your store #NOT #Unprofessional,Figurative
4.72723E+17,train,Waking up early in the morning at is not my thing! #sleepie #not #morningperson,Literal
4.72349E+17,train,#Irony | i love this fishing story: Two anglers skewered by a blue marlin off coast of Durban j.mp/1jA468i,Literal
4.72577E+17,test,there's much fruit in rich man's shampoo then in poor man's meal... #irony,Figurative
4.72113E+17,train,@Juliet777777 @Alisha90uk really and on the NHS??? If it's in the star it must be true #NOT,Not_enough_context
4.72369E+17,test,Stay in and cut grass v go out and shop #DecisionsDecisions #not,Figurative
4.72227E+17,train,I love getting to know someone for months and months then all of a sudden stop talking completely... #Not,Not_enough_context
4.72194E+17,train,Getting pulled over is a great way to start my summer. #not,Figurative
4.65351E+17,train,"@Please_See_Me as she went. â€œIt is rather marvelous, I admit. Built as a home away from home, so to speak. Somewhere I could go, like Him, ~",Literal
4.63043E+17,test,Also do we cut Hale since he loaded the bases this inning? He obviously sucks. #sarcasm,Figurative
4.63309E+17,train,"Whoopey, I have a walk-in. Yay for Monday.  #sarcasm",Figurative
4.73113E+17,train,@Roberto_Cavalli #you are a copy artist#not a fashion artist#TakeOffJustLogo #sufi rights#,Not_enough_context
4.74759E+17,train,Isn't Lebron a spokesperson for Gaterade? #irony #spursvsheat #HeatvsSpurs #nba,Figurative
4.72359E+17,train,Yay for spending this beautiful day inside! #sarcasm #workworld #realworld #frustrated,Figurative
4.63003E+17,test,Love all my supportive friends. #sarcasm,Figurative
4.72143E+17,train,"It's a shame he did the four ladies (so to speak), I think #joeybarton has been good otherwise #BBCQT",Literal
4.60318E+17,train,Waking up at 3am for no reason! It's super fun! #sarcasm,Figurative
4.63507E+17,train,Yeah so tonight was wonderful #sarcasm,Figurative
4.7242E+17,train,"Nearly mown down in crosswalk by van emblazoned with ""SAFETY SOLUTIONS!"" #irony",Literal
4.63867E+17,train,My favourite mythical creatures are the happy girls in tampon commercials #YeahRight,Literal
4.72223E+17,train,Honestly It feels like my parents just think I'm not good enough for anything  and I fail more than I succeed. #thx4thesupport #NOT,Literal
4.72031E+17,train,"The more attitude you show to people , the more they will run after you. Easy people are never sought after  #facts #Irony",Literal
4.73062E+17,train,ready to start 3 weeks of prac in a kindergarten classroom tomorrow #not,Figurative
4.729E+17,test,@Jaketapper: We need more coverage on the way the republicans have trashed NC. Our state was once the darling of the south.#Not anymore!,Literal
4.63048E+17,train,101.4 fever. I'm livin' the dream #sarcasm,Figurative
4.73251E+17,train,I just passed a dead road-killed bear cub on the side of the highway. #irony #Brewers #fb,Literal
4.73379E+17,train,@quarridors @lingmops I ran late this morning because of reading this conversation on Twitter and looking it up. #irony,Literal
4.63162E+17,train,@techiskwl I don't use sarcasm EVER either nor do I hand out papers #papercuts #sarcasm #caedchat,Figurative
4.63516E+17,train,Thank you Microsoft. I appreciate how effective and not spastic Microsoft word is. #sarcasm,Figurative
4.72104E+17,train,"I don't get into Pagan customs so Kristianity I practice ((((#NOT))))! Seed of Shem right here, Hebrew of The Mosaic Law!!!!!!! ~Avichayil~",Not_enough_context
4.65385E+17,train,@louistheroux about as subtle as a wrecking ball on a demo site lol,Figurative
4.6024E+17,train,"What America needs to move forward is a rich, mean old lady with a drinking problem,a cheating husband, and a trail of dead bodies #sarcasm",Figurative
4.76441E+17,train,@smwalters6 it's literally so much lmao. And I pretty much curve this nigga once a week,Figurative
4.7293E+17,train,When people send question marks as form on how to start a conversation? #Smooth #Not,Literal
4.72796E+17,train,@DarthMeerkat @brewer_lar So animal loving vegans don't take the time to understand the needs of their cat? #irony Cats NEED meat!,Literal
4.72134E+17,train,#irony - When #bowlcutcatlady is eating a Lean Cuisine that smells like a litter box full of canned cat food turds. #officelife,Literal
4.76398E+17,test,@sunflowers83 for pretty little liars? Literally I'm barely on episode one watching it on Netflix an it's pretty good.,Literal
4.722E+17,test,"Got a concussion and didnt make the team, what a good day #not",Figurative
4.73087E+17,train,@MaryamAkk itha a7d yabi na9ee7a yro7 7g Maryam she gives the best advice #not #jkjk #howisshemybestfriendlol,Figurative
4.63404E+17,train,"@BretBaier @jengriffinfnc I'm shocked I tell you, SHOCKED! #sarcasm Prayers for their safe return.",Figurative
4.63499E+17,train,"before I die, I want to go on a tour throwing eggs at all of the frank lloyd wright houses.   #sarcasm #terriblepersonideas #wouldbefunnytho",Figurative
4.72828E+17,train,ik nobody is watching it or promoting it rn ... #WatchProblemOnVEVO #ihateyou #jk #no #im #not,Literal
4.7213E+17,train,"I'm watching Battleship right now because clearly, I have a lot of time on my hands. #not",Not_enough_context
4.72485E+17,train,#Tibetan is #not the same as Chinese but a completely different & unique #language #trueTibet,Literal
4.72346E+17,test,#Google to make available details requested to be deleted as part of 'right to forget' form #irony bbc.co.uk/news/technologâ€_,Literal
4.72949E+17,test,@HAabdelrazzaq I don't see me being a terrorist like you either... #ross #not #abdelBOMB #Merica,Not_enough_context
4.72082E+17,train,@RawStory Another fine example of a responsible gun owner. #NOT #tcot #gunsense,Not_enough_context
4.634E+17,train,"Yeah, threatening to punch somebody is a great way to convince people you're not violent. #sarcasm #DrPhil",Figurative
4.7274E+17,train,@matt_serna Athens bars. But the tuscarawas bars are still top notch #not,Not_enough_context
4.72788E+17,train,@pileoftwit @nhdogmom they'll be happy to have weapons then...can blast their way out! #irony,Literal
4.72417E+17,train,Spent my morning in the hospital. Just what I wanted. #not #fuckthehospital,Figurative
4.71791E+17,train,@FRONZ1LLA w o w you just talk so cool like you don't care about your own success #winner #sarcasm,Not_enough_context
4.63498E+17,train,"@AllbrightNFL ...but did Mett steal crab legs?  If not, no worries! #sarcasm",Figurative
4.60317E+17,test,Love when you're wide awake at 3 in the morning like I really wanted to think about everything going on #sarcasm,Figurative
4.72676E+17,train,Who kicks a student out on their #SeniorGradNight because they had to drive themselves and couldnt ride the bus? Thanks a lot #not #screwyou,Figurative
4.63045E+17,train,@BruceMiles2112 That there is national tv material #sarcasm,Figurative
4.63507E+17,test,What?!? An elite D like Doughty takes a penalty?!? #Sarcasm,Figurative
4.72432E+17,train,"""I'll spoil you like sour milk"" bc that's sexy, #not #raplyricfail #darkhorse",Figurative
4.6342E+17,train,It's nice to see that I'm the last one who's told anything. #sarcasm,Figurative
4.72747E+17,train,The height of summer and I'm smothered with a cold #NiceWaaaan #Not,Literal
4.72483E+17,train,@MikeReadUK out 1st round there already got there big pay day holiday booked #not intrested,Not_enough_context
4.76473E+17,train,Mortal Kombat X looks pretty sick! Literally and non-literally. #E32014,Literal
4.73097E+17,train,Thinking about how i woke up without my baee or son next to mhe #not right,Literal
4.72465E+17,test,"Make a #declaration, â€œThis difficulty is #not going to bury me. I refuse to live in #selfpity. I may be down, but itâ€™s only #temporary""",Literal
4.72928E+17,train,You are Governor of your Mind #Not me : Makv @makvg #makvquiz #askmakv #communication #algeria,Figurative
4.75385E+17,train,Go to Miami to climatize. Match gets stopped for rain. #irony #EnglandVhonduras #DoUsProud,Literal
4.7266E+17,train,"Back from shinny, still awake at 3am. Need to get up in a few hours to go work on cars. Would be a good day to end my spelunky streak. #not",Not_enough_context
4.72475E+17,train,@GaryLineker #not quiet impressed with the way England is playing yet # no spark... Jo Heart man if the match over all good result though,Literal
4.71698E+17,train,@tpolansek Is that why hog futures are collapsing today???  #sarcasm lol,Not_enough_context
4.72364E+17,train,SHINEKI SHOULD BE FIRED ALONG WITH EVERY CORRUPT CRIMINAL ON @TheHill THAT VOTED #NOT TO EXTEND BENEFITS TO OUR TROOPS @Politico @WhiteHouse,Literal
4.63146E+17,test,Nice work officiating tonight @bruggy27! #Sarcasm #NAHL,Figurative
4.64283E+17,train,@ActlHumanBeings 2/2 ....the Tea Party would cease to exist as a political force virtually overnight.,Literal
4.72158E+17,train,Just saw an undercover Seattle police officer driving an escape pull someone over. #irony,Literal
4.72157E+17,train,This is so fkng hilarious #funny #comic #irony #video pulptastic.com/22-pictures-whâ€_,Not_enough_context
4.72307E+17,train,I love randomly waking up in the middle of the night #not #justwannasleep,Figurative
4.65397E+17,train,@redboardie I know as all the countries vote for their friends and neighbours so to speak we were lucky to finish so high up,Literal
4.63077E+17,train,@wesrucker247 @gberg88 just don't play as the Cubs and you will enjoy it more. #sarcasm,Not_enough_context
4.76486E+17,train,â€œ@amandadawnlowe: Kaile and her mom are fighting but it's yelling compliments at each other and I'm really confused lmaoâ€ù literally my life,Literal
4.63398E+17,train,#cheersfortgeupdatesboys #isolation #sarcasm @MGR1980 @cmckopite1983 @DMC1709,Not_enough_context
4.60235E+17,test,"Thank you, table behind us, for keeping everyone updated about the fight we're all watching. You must know everything about #UFC. #sarcasm",Figurative
4.72257E+17,test,"Dad bought 2 kayaks, but friends can't use the 2nd one, no one else in my family likes to kayak, and I can't go alone...makes sense. #not",Figurative
4.72175E+17,train,Huge Jackman looked a little scronny in the newest X-men film. #not #DoesHeFitThroughDoors? #HughJackman,Figurative
4.72037E+17,train,"@Xandara I'm glad to hear that at least you're unpacked, so to speak. Keep on truckin', mama! <3",Literal
4.73918E+17,train,"There's a coder here who looks like an older @chelis714. He's called ""the janitor"" because he cleans up teammates coding disasters #irony",Literal
4.72496E+17,train,Gutted about the result tonight .. Hate losing nippers like that! At least we've got the 3 and half hour drive tomorrow to Brighton! #not!,Figurative
4.72094E+17,train,Why yes I would love to mow the yard right after working all day #Not,Figurative
4.72203E+17,test,Nothing better than watching the spelling bee on sports center #not,Figurative
4.72438E+17,train,"The play presentation button on the ""Learn Grails"" page grails.org/learn pops up a blank screen with no presentation. #irony",Literal
4.63084E+17,train,Being sick sure is fun.. #sarcasm,Figurative
4.72776E+17,train,Work gym badminton football beer night out! Looking forward to work tomorrow #not,Figurative
4.72244E+17,train,@TweetLift_ You favorited that tweet about not favoriting. lol #Irony :),Literal
4.7323E+17,train,No you just got it. RT @Hebel1_2: â€œ@baron_batch: Mismanagement if life is simply the mismanagement of words.â€ù #irony,Literal
4.72026E+17,test,"working like a donkey, feeling like an ass #not #a #good #day",Figurative
4.72071E+17,test,lol i tweeted about how tal sings better than adele today and then an adele fan account followed me #irony,Literal
4.63608E+17,train,@Crows_Fan_Aaron @CMSean23 I'm taking the piss..... #sarcasm,Figurative
4.72567E+17,train,@megynkelly @FoxNews she takes responsibility in her book. #not a fan,Not_enough_context
4.74138E+17,train,flipping thru the channels at 4:30am & i stumble across a convicting episode of sid the science kid about why sleep is good for you. #irony,Literal
4.72661E+17,train,@Mattys123 terrific news #not  Well I'll just have to hope they choose now to rectify that stat.,Figurative
4.72474E+17,train,Isn't it the best when your hangover hits you at 1pm? #not #psych #owmyhead,Figurative
4.74488E+17,train,"Chai! She changed ""DP"" and all I could do was delete the contact. Such beauty! < #Irony",Not_enough_context
4.72428E+17,train,There are so many people wearing Hawaiian shirts around here that I feel like an outsider. #irony,Literal
4.74476E+17,train,Probably been pointed out by now that David Villa just won La Liga with a team that wears Red and White stripes. #irony,Literal
4.72358E+17,train,Surprise pt test after being home on leave for two weeks. #goarmy #NOT,Literal
4.73078E+17,train,Texting because our 1 floor house is so big #not #jk,Figurative
4.72406E+17,train,The irony is waiting to happen #GKG #irony #LAPride i.instagram.com/p/omtbf2H_sl/,Not_enough_context
4.72411E+17,train,At the park with Elle; some bloke has taken his 2 kids & has got them sitting on the grass NEXT to the park playing on iPads #irony,Literal
4.60203E+17,train,Parties were you dont know people are the best!!!! #Sarcasm,Figurative
4.63583E+17,train,Mine would say #prone to #sarcasm and #suddenoutbursts lol! What would.yours? instagram.com/p/npbH8JpGbn/,Literal
4.72813E+17,train,What a beautiful day to spend inside #sarcastictweet,Figurative
4.63046E+17,train,@BWWings glad I came out to watch the Minny and blackhawks intermission... #Sarcasm #ChangeTheDamnChannel,Figurative
4.63514E+17,train,Didn't see that coming... #Sarcasm,Not_enough_context
4.60174E+17,test,It just keeps getting better and better! NAACP To Honor Noted Racist Donald Sterling (Again) deadspin.com/naacp-to-honorâ€_ #Irony,Figurative
4.72513E+17,train,@Dfyeant maybe that's why everyone kept askin if I was ok... because of the look of having a blast....lol #NOT,Figurative
4.6334E+17,train,"can't find tweet re: prayer @ public mtgs., but the fact that atheists are ""welcome"" to lead a prayer made ME feel better. #sarcasm",Figurative
4.62999E+17,train,@Squawka Mourinho the mastermind. The greatest tactician. The best manager. #sarcasm #parkthebus,Figurative
4.6309E+17,test,I love how my day can go from totally awesome to totally awful in seconds #sarcasm,Figurative
4.63316E+17,train,@InvisHero 100% agree. They also test our creativity and determination. #sarcasm,Not_enough_context
4.63391E+17,train,Yup like he did all season long #Sarcasm RT @JoshEberley: LeBron is going to do bad things to the Nets.,Figurative
4.63316E+17,train,"It's okay people on the platform massing around the train door wanting to get on, I can phase through matter I'm like Shadowcat #Sarcasm",Figurative
4.64303E+17,test,Like literally every nightmare i have is me running away from somebody who's tryna kill me in the worst way..that must mean something right?,Not_enough_context
4.72618E+17,train,Please tell me more about how you came to our country and now want us to change our traditions because they offend you. #NOT,Figurative
4.72334E+17,train,And things jus keep on getting better #not,Figurative
4.72078E+17,test,Irony is not missed here. #irony #hsph instagram.com/p/olyO0TtS2S/,Literal
4.76456E+17,train,At 1630. We've literally spent the entire day at the dfac pretty much. Probably going to do some hard drinking tonight so I can....,Literal
4.60241E+17,train,If Jeff Gordon wins this race it'll really be the cherry on top of my awesome day... #sarcasm #nascar #rainbowbaby #boo,Figurative
4.72191E+17,train,Ben thinks he's so tough now cause he drives a Harley Davidsonnnn #OoooOooImscurrred #Not,Literal
4.63449E+17,test,#not #sarcasm #ijustwanttobeathomemakingtacos,Not_enough_context
4.63383E+17,test,Really relieved to see the mock questions for CHIN310 make sense. Was almost worried they wouldn't be in English then. #sarcasm,Figurative
4.73936E+17,train,"@JeffReedMO @upstateNYgolfer I'm pretty bitter to everyone. An equal-opportunity bitterness, so to speak.",Literal
4.72342E+17,train,Watching @MTV there is someone featuring  on a programme called mahogany but not a bit tough #irony,Literal
4.72375E+17,train,"I remember 6 years ago me saying Hell  No when someone told that I'm gonna become an engineer ,look where life has gotten me !!! #Irony",Literal
4.63045E+17,test,Yum I love when dish pit water and food goes all over me and I get sent home to shower. #MyLife #Sarcasm #ServerLife,Figurative
4.72485E+17,train,"#Tibet was #not a perfect society but compared to the genocide of China's recent history, it was a relative paradise  #trueTibet",Literal
4.72217E+17,train,Lets see how late my thoughts keep me up tonight #goodnight #not,Literal
4.63502E+17,train,Real excited about this episode of the boondocks too. I DEFINITELY wanna see animated tv's only black family be slaves #Sarcasm,Figurative
4.7228E+17,train,I see you've grown more attractive since we last met... gravitationally speaking. #compliment #NOT,Figurative
4.72171E+17,train,@NBAonTNT @sergeibaka9 @spurs Charles was an excellent player. BUT when did he become an expert. He was an athletic player smart player #not,Not_enough_context
4.72864E+17,test,@taraelanna all these Mindy tweets make me so excited to come home #not,Figurative
4.72425E+17,train,"I'm not even going out drinking tonight, but still it was lovely of them to tell me. #Not",Not_enough_context
4.7217E+17,test,don't you just love when your whole family fights over complete bullshit bc same #lol #not #growup,Figurative
4.72057E+17,train,Love to know my 400 dollars I pay a month to campus ridge provides me with a safe and secure place to live #NOT,Figurative
4.72227E+17,train,Why in the world would you ever drink paint? #yum #not,Figurative
4.72329E+17,train,Softballs anyone??  @BarackObama interviewed by Kelly Ripa.  #hardhittingjournalism #not,Not_enough_context
4.65344E+17,train,"""Edith's about as mysterious as a bucket."" Sometimes Downton Abbey shade is darker than anything else I've ever heard.",Figurative
4.72402E+17,train,#Canada's #maintenance #guidelines are advisory and #not a threshold #entitlement. It ranges for #amount and #duration #IAML #USA #NYC,Literal
4.73064E+17,train,Just want I wanted to hear this morning....3 hour delay! #not,Figurative
4.72145E+17,train,â€œ@BestOfTaurus: #Taurus: I have a huge heart that welcomes everyone.â€ù #not,Not_enough_context
4.7223E+17,train,Procrastinating going to bed - because I'm too tired to do the bedtime ritual. #irony,Literal
4.64102E+17,train,It's like we're all meant to be Zac Efrons #YeahRight,Figurative
4.72462E+17,train,Going on 3 hours at the DMV... I am so happy right now! #sarcasm,Figurative
4.72035E+17,test,@JMessner00 So UNC must be out too huh? #irony,Not_enough_context
4.63042E+17,train,"As i've said all year, Alex Avila is a great hitter.  #sarcasm #tigers @tigers",Not_enough_context
4.72728E+17,train,"0/5, 0/4, 0/12  I'm so happy, like really. I'm so grateful that I have none of my idols following me, it's great. #sarcasm",Figurative
4.64648E+17,train,@KaeyiDream I got my first phone a week before year 7. I still have it three years later. It's quite literally a brick. No Internet either,Figurative
4.73071E+17,test,Feeling for you @bigrayoconnor have a mild hangover myself. Luckily I've had to take my 5yo to a party in a soft play place #tranquil #not,Figurative
4.72215E+17,train,I absolutely love hearing all about coworker outings that I wasn't invited to. #MyFave #NOT,Figurative
4.74745E+17,train,"If the @MiamiHEAT blame the ""HEAT"" at @Spurs AT&T Center I'm gonna lose my mind. #irony #MIAvsSA #GoSpursGo",Literal
4.7288E+17,test,"Life sucks, keep a condom in ur pants incase it fucks u. #life #bored #sarcasm #wisdom #meditation. #peace #happy #summer",Figurative
4.63299E+17,test,"I love finding out that I'm ""booked"" for a wrestling show via FB posts and Tweets.  #Sarcasm",Figurative
4.75389E+17,train,England match abandoned due to thunder storm. Great timely advert!! #irony #EngvHon pic.twitter.com/iUJcLhhRXx,Figurative
4.72781E+17,train,"Yes, because I love sitting inside doing homework on a nice day... #NOT",Figurative
4.72172E+17,train,Reading a book on why you shouldn't procrastinate to the kids I'm babysitting to put off studying #irony,Literal
